,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23
2746,88,-8,10,98,23,0,0,100,-7,7,8,38,1,29,-7,2,2,1,35,6,2,0,73
3536,71,269,4,93,26,0,0,96,9,4,6,31,3,23,3,1,1,46,-8,5,1,2,55
4138,61,54,3,20,5,0,0,100,-7,7,8,5,2,20,0,3,3,93,94,4,1,3,100
2248,69,306,8,48,21,0,0,91,18,6,6,37,1,27,-7,1,1,38,77,5,3,2,50
10038,68,216,4,65,29,0,0,100,-7,7,8,29,3,38,-7,0,0,52,73,9,6,2,83
7161,63,46,2,23,16,0,0,100,-7,7,8,17,8,47,0,4,4,72,100,2,4,1,75
1694,65,125,9,75,14,4,1,79,16,6,3,19,1,53,0,0,0,85,-8,1,1,1,75
5450,55,210,8,60,25,1,0,89,61,6,5,28,2,44,0,4,3,88,97,4,5,3,90
8311,85,156,4,66,27,0,0,100,-7,7,8,28,2,39,13,0,0,2,88,4,3,1,80
7641,68,-8,1,18,7,0,0,100,-7,7,8,8,4,38,-7,9,7,37,-8,2,1,0,67
5014,77,178,5,80,18,0,0,100,-7,7,8,18,3,39,4,2,2,24,-8,4,1,0,71
3844,90,180,3,87,18,0,0,100,-7,7,8,5,1,28,18,0,0,0,72,0,1,-8,13
10078,62,145,2,54,29,6,1,76,16,6,2,38,6,73,-7,0,0,91,85,4,7,0,100
720,60,146,11,99,16,0,0,81,7,4,6,16,1,13,10,0,0,42,-8,7,1,2,80
1065,69,220,7,93,30,0,0,97,2,4,6,30,1,30,1,1,1,14,73,6,2,1,69
1624,82,144,9,61,24,1,0,96,49,6,5,25,1,24,0,1,1,5,47,4,2,0,46
3229,78,172,13,73,13,0,0,100,-7,7,8,13,0,57,14,0,0,21,80,3,2,1,83
5178,74,225,3,87,14,0,0,71,12,6,6,17,3,59,3,3,3,25,-8,1,1,0,33
2274,71,55,3,30,20,0,0,100,-7,7,8,14,4,45,-7,1,1,40,94,6,4,0,91
9803,74,315,2,98,28,0,0,97,2,4,6,31,4,32,0,2,2,9,35,4,3,1,50
3186,66,-8,7,78,32,4,4,86,7,6,2,0,3,19,0,1,1,33,19,7,3,1,65
305,72,72,8,39,18,0,0,100,-7,7,8,18,2,28,0,2,2,73,-8,3,1,0,100
5475,80,146,7,72,40,0,0,100,-7,7,8,43,1,26,2,2,2,29,-8,2,1,0,60
6689,90,234,6,128,32,0,0,100,-7,7,8,32,2,38,-7,0,0,1,78,2,2,0,57
9412,76,210,9,63,11,0,0,100,-7,7,8,11,1,55,10,0,0,65,78,4,4,0,100
3814,80,202,12,85,25,0,0,100,-7,7,8,43,0,32,0,2,2,3,6,2,4,0,86
2844,80,150,9,26,7,0,0,100,-7,7,8,13,3,29,8,0,0,0,88,0,1,0,25
8058,78,114,2,32,8,0,0,100,-7,7,8,9,3,67,1,2,2,39,69,1,1,0,67
4707,72,259,7,82,41,0,0,100,-7,7,8,41,3,22,0,8,8,37,80,10,2,2,60
7065,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
862,81,419,11,240,13,0,0,100,-7,7,8,13,1,8,11,0,0,55,-8,3,-8,1,50
4457,65,97,2,50,26,2,1,86,4,3,5,28,2,61,-7,1,1,2,47,1,6,0,78
6695,74,97,1,39,11,1,0,92,26,6,5,14,6,31,-7,0,0,36,-8,4,1,0,63
5342,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
10328,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
1990,64,92,3,35,21,2,2,91,33,6,6,24,5,23,0,1,1,9,58,3,4,0,53
2324,71,247,3,72,49,0,0,100,-7,6,7,74,3,66,-7,2,2,83,61,10,5,1,94
7713,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
9421,63,103,4,32,13,1,1,100,-7,7,8,14,4,85,0,1,1,68,93,2,3,-8,100
3056,63,154,3,126,21,0,0,95,73,6,6,9,3,36,3,1,1,87,62,8,3,5,86
9468,72,106,14,75,9,0,0,50,44,6,6,10,0,30,0,0,0,0,-8,0,-8,-8,0
4037,76,-8,7,14,7,0,0,100,-7,7,8,0,2,0,10,0,0,5,-8,3,-8,0,75
3073,84,263,8,72,15,0,0,100,-7,7,8,16,1,27,4,1,1,8,-8,2,1,1,60
9097,58,134,5,71,24,1,1,92,2,4,6,26,2,42,-7,2,2,28,54,6,1,0,78
77,75,70,1,38,8,0,0,100,-7,7,8,9,1,78,0,4,3,17,-8,2,1,-8,100
4494,60,78,8,29,14,1,1,67,3,0,2,15,3,53,-7,1,1,1,76,2,3,-8,63
9953,67,54,1,20,12,0,0,100,-7,7,8,13,4,38,0,1,1,53,98,5,2,1,70
4092,86,269,16,97,22,0,0,100,-7,7,8,22,0,32,0,4,4,0,-8,2,-8,1,33
10277,77,197,4,74,26,0,0,97,24,6,6,29,4,28,0,1,1,36,91,3,2,1,71
3485,70,180,15,43,18,0,0,89,12,6,6,1,0,28,0,2,2,21,79,2,3,0,56
4720,84,199,5,79,27,0,0,100,-7,7,8,28,2,21,8,0,0,21,97,5,2,0,44
2955,59,-8,9,44,21,0,0,95,28,6,6,0,3,19,1,1,1,51,96,10,3,4,78
2400,64,261,5,62,27,2,0,76,2,4,5,39,3,28,-7,1,1,8,-8,2,2,1,40
6896,84,170,18,86,19,0,0,100,-7,7,8,22,0,32,3,1,1,28,-8,2,1,0,50
2054,68,238,20,72,31,2,2,91,3,0,2,33,0,21,0,0,0,20,62,5,2,1,44
7466,66,78,6,25,22,1,1,96,39,6,4,27,5,22,0,3,1,38,78,8,4,0,67
6501,61,231,1,80,29,1,1,97,19,6,4,31,4,42,0,6,5,51,81,7,5,3,63
7011,74,184,3,79,23,0,0,91,69,6,6,23,2,30,3,3,3,24,29,3,2,1,71
2723,66,26,2,51,7,0,0,90,4,4,6,3,2,60,-7,2,1,28,77,2,3,0,83
4793,72,26,2,13,12,0,0,100,-7,7,8,14,6,43,2,3,2,20,89,3,5,0,62
8032,78,211,48,119,19,1,1,90,26,6,3,20,0,30,-8,0,0,50,-8,1,1,0,40
1979,59,30,2,15,10,0,0,100,-7,7,8,12,1,25,0,3,3,62,32,6,2,3,89
2122,65,264,3,115,11,0,0,57,1,4,6,14,1,21,0,2,2,19,63,4,2,1,100
6271,71,225,3,102,43,2,2,96,34,6,4,63,2,32,0,5,5,30,62,5,4,0,77
3250,79,345,6,56,27,0,0,100,-7,7,8,53,2,19,0,2,2,3,90,5,1,0,47
5002,79,348,5,89,27,0,0,100,-7,7,8,27,2,11,4,1,1,29,-8,5,1,0,50
7983,89,191,25,108,3,0,0,100,-7,7,8,3,0,33,1,1,1,0,-8,0,1,0,50
4413,80,124,10,54,17,1,0,94,69,6,5,18,1,44,0,2,1,28,62,2,3,0,63
8829,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
8631,71,229,14,104,35,0,0,100,-7,7,8,36,0,22,19,0,0,74,65,6,3,1,69
3529,56,195,2,57,40,0,0,95,7,4,6,83,2,37,1,4,4,38,83,8,6,4,71
9060,69,198,1,84,17,1,1,89,13,6,6,20,3,55,0,2,2,16,95,2,3,1,63
877,80,404,12,105,35,0,0,100,-7,7,8,36,0,26,0,3,3,32,61,6,2,0,57
569,69,198,3,111,21,1,1,100,-7,0,8,23,3,26,-7,1,1,5,-8,2,2,0,57
2805,79,199,12,87,12,0,0,92,9,4,6,14,0,17,-7,0,0,1,-8,3,1,0,67
9238,92,490,61,127,10,0,0,100,-7,7,8,11,0,0,-8,0,0,0,-8,2,-8,0,25
3856,73,238,2,101,44,2,1,87,6,4,2,50,2,13,0,2,2,5,-8,4,1,0,29
3220,77,252,4,54,24,0,0,100,-7,7,8,37,3,42,3,2,2,15,78,4,5,1,64
9384,85,371,1,141,24,0,0,100,-7,7,8,25,2,28,-8,0,0,14,56,5,2,1,70
5216,81,153,21,63,28,0,0,100,-7,7,8,29,0,34,0,1,1,17,-8,3,1,1,40
10083,63,132,8,65,4,0,0,50,1,4,6,6,1,67,-7,0,0,0,56,0,2,0,75
4554,71,266,2,62,21,0,0,91,5,4,6,22,3,23,-7,0,0,17,97,2,2,0,33
6111,88,203,21,115,13,0,0,100,-7,7,8,13,0,23,0,0,0,0,37,1,2,0,60
9420,63,217,1,100,31,2,2,100,-7,6,8,33,2,21,1,3,3,75,92,13,3,7,94
1626,73,112,8,50,22,0,0,100,-7,7,8,25,1,29,0,0,0,39,-8,7,2,1,64
2959,64,137,2,59,29,0,0,94,-7,5,7,33,7,28,1,3,3,36,54,13,3,3,94
6795,56,239,3,112,25,5,1,78,4,3,5,32,3,63,1,4,3,35,65,6,4,-8,83
8053,56,180,3,80,35,1,1,95,4,4,6,38,3,63,0,2,2,60,96,7,2,2,91
576,80,93,5,45,6,0,0,100,-7,7,8,6,2,50,-7,9,7,7,83,1,1,0,67
8988,58,91,4,41,31,0,0,100,-7,7,8,32,5,56,0,1,1,71,90,13,4,4,100
3941,60,-8,7,87,27,0,0,93,2,4,6,0,3,7,0,2,2,40,-8,14,1,4,94
6230,80,193,8,88,25,0,0,100,-7,7,8,26,1,12,12,0,0,30,-8,3,-8,1,33
3168,77,94,2,83,16,0,0,100,-7,7,8,15,1,28,1,2,1,41,-8,4,1,1,56
6808,59,183,2,72,34,0,0,94,4,4,6,35,3,37,3,1,1,43,87,8,2,3,63
2419,71,183,1,60,15,0,0,100,-7,7,8,25,4,24,-7,5,5,41,49,6,3,2,69
6864,86,205,1,82,21,0,0,100,-7,7,8,22,2,41,1,2,2,1,-8,1,1,0,33
2279,70,84,8,40,15,1,0,88,60,6,5,16,1,25,-7,0,0,7,69,2,3,0,56
6320,68,169,3,74,9,2,1,73,33,6,2,11,1,45,0,1,1,10,101,1,2,-8,75
1507,84,268,10,93,15,0,0,100,-7,7,8,15,1,33,0,1,1,1,50,2,2,0,71
3816,60,267,4,115,37,0,0,97,3,4,6,42,3,38,4,2,2,33,65,5,5,1,73
9665,60,280,18,122,22,0,0,91,0,4,6,23,0,35,0,0,0,34,64,6,2,3,80
6655,69,155,3,52,31,0,0,100,-7,7,8,31,1,29,-7,2,2,51,98,3,3,2,46
5590,65,259,3,97,19,2,1,81,2,3,2,21,2,43,0,4,4,48,100,6,2,1,73
6008,89,320,26,139,9,0,0,100,-7,7,8,9,0,11,1,1,1,1,-8,2,-8,0,40
1954,70,142,9,47,16,0,0,100,-7,7,8,16,4,19,0,2,2,30,55,4,2,1,55
2372,86,222,5,86,26,0,0,96,-7,5,7,30,2,31,-7,0,0,24,-8,3,-8,0,60
5037,77,76,7,31,8,0,0,100,-7,7,8,8,1,50,0,2,2,32,95,3,3,0,100
4878,84,172,5,74,21,0,0,100,-7,7,8,21,1,29,3,1,1,1,32,1,2,0,36
3007,66,203,7,62,42,0,0,100,-7,7,8,29,1,48,7,0,0,55,69,7,7,3,93
3027,60,296,8,87,33,5,2,79,1,0,2,41,1,20,1,1,1,41,17,4,3,3,54
1246,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
4453,68,13,13,13,1,0,0,100,-7,7,8,1,0,100,0,1,1,-8,-8,-8,1,-8,100
6709,62,184,2,65,24,3,2,82,73,6,2,28,6,50,-7,2,2,64,94,6,2,1,89
5172,54,316,30,132,8,10,6,47,4,3,3,19,0,47,5,0,0,38,60,2,2,0,57
760,78,395,1,99,20,0,0,100,-7,7,8,22,3,14,2,1,1,42,-8,4,1,2,45
4566,65,65,9,43,16,0,0,100,-7,7,8,16,1,25,-7,0,0,79,91,7,2,5,75
1674,66,134,3,51,21,0,0,100,-7,7,8,21,5,29,0,3,3,59,44,5,2,3,58
5508,68,42,1,20,13,0,0,100,-7,7,8,16,6,31,0,8,8,39,89,2,4,0,54
8572,70,161,10,73,13,0,0,85,15,6,6,13,1,54,0,3,3,32,93,2,3,1,71
10020,78,65,2,28,15,0,0,100,-7,7,8,16,5,44,-7,1,1,3,54,2,3,0,50
1126,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7916,76,212,10,86,28,0,0,100,-7,7,8,28,1,50,0,0,0,55,78,1,2,0,75
6614,87,177,1,58,10,0,0,100,-7,7,8,11,2,36,-7,0,0,2,100,2,2,0,67
771,70,218,6,86,59,0,0,100,-7,6,7,61,1,52,1,3,3,65,71,12,6,6,68
10008,69,148,11,62,20,0,0,100,-7,7,8,20,1,55,0,0,0,83,26,2,5,1,100
2700,56,-8,18,70,20,1,1,95,2,0,6,0,0,15,-7,6,6,68,59,3,2,2,71
2472,70,77,9,66,5,1,1,83,25,6,2,10,1,33,-7,0,0,35,-8,1,-8,0,100
7932,86,219,3,97,12,0,0,92,64,6,6,12,1,25,0,2,2,0,43,0,1,0,25
1249,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
3084,73,109,6,54,26,1,1,100,-7,6,8,27,3,50,5,0,0,2,75,2,3,0,63
4300,82,299,1,112,12,0,0,100,-7,7,8,13,3,8,0,1,1,34,-8,4,1,1,45
5278,63,180,14,90,3,1,1,60,21,6,4,5,0,40,0,0,0,-8,85,1,2,-8,100
4528,73,71,7,41,18,0,0,100,-7,7,8,18,2,56,-7,1,0,38,86,3,3,1,75
714,86,349,5,120,33,0,0,97,19,6,6,35,1,34,-8,0,0,7,-8,4,2,0,50
6812,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
4905,79,201,7,83,18,0,0,89,37,6,6,18,3,44,8,0,0,0,-8,0,2,0,33
5235,75,142,6,70,16,0,0,100,-7,7,8,18,4,56,0,1,1,67,101,2,2,1,100
1567,77,242,15,97,23,0,0,100,-7,7,8,23,0,4,0,0,0,44,-8,5,1,2,50
7522,68,179,6,66,32,0,0,97,20,6,6,32,3,19,-7,0,0,47,73,4,3,1,50
8774,86,139,112,126,2,0,0,100,-7,7,8,2,0,0,-7,0,0,12,-8,1,-8,0,100
1799,69,60,17,31,16,0,0,100,-7,7,8,16,0,13,0,1,1,76,-8,8,1,7,69
5581,58,66,3,36,14,2,2,100,-7,0,8,16,2,64,0,1,1,37,66,4,6,1,100
1475,76,98,11,50,15,0,0,100,-7,7,8,15,2,27,0,0,0,42,60,2,2,1,63
4020,69,180,23,92,25,0,0,92,8,6,6,29,0,16,6,0,0,12,59,4,2,1,70
6541,63,208,6,86,39,1,1,95,9,4,6,43,1,45,0,11,11,5,82,6,5,0,86
8656,84,356,23,178,16,0,0,100,-7,7,8,16,0,31,-8,0,0,10,-8,4,1,0,67
8678,63,120,7,65,18,1,1,100,-7,6,8,24,1,38,0,2,2,65,62,5,3,2,73
1634,89,243,7,116,6,0,0,100,-7,7,8,6,2,17,0,0,0,17,-8,3,1,0,100
7755,71,83,2,33,23,0,0,96,-8,6,6,26,5,23,0,11,11,23,92,4,3,0,47
10400,84,283,24,110,13,0,0,100,-7,7,8,13,0,15,0,1,1,28,-8,2,1,0,80
3096,67,94,19,58,20,0,0,95,37,6,6,17,0,10,12,0,0,74,-8,6,1,3,78
5461,62,166,1,54,38,2,2,95,-8,6,3,44,4,32,1,3,3,80,93,5,2,3,78
9003,70,188,1,59,45,0,0,100,-7,7,8,50,6,24,0,6,6,29,45,5,3,1,43
141,78,41,3,16,3,0,0,100,-7,7,8,3,2,67,-7,16,16,0,-8,0,1,-8,50
5238,63,148,12,93,14,1,0,67,7,4,5,15,0,47,0,1,1,73,34,3,2,0,100
1826,60,15,5,11,7,1,1,100,-7,7,8,8,3,29,0,1,1,64,-8,2,1,-8,75
7569,70,165,15,90,26,1,1,87,15,6,6,31,0,81,-7,0,0,19,51,1,4,-8,100
6130,55,106,4,51,18,1,1,76,2,0,2,22,3,57,3,1,1,22,38,4,2,0,67
5498,82,308,8,109,38,0,0,100,-7,7,8,44,2,50,3,1,1,1,84,4,1,1,38
9780,75,100,4,48,17,0,0,100,-7,7,8,18,1,44,0,0,0,49,36,3,2,2,71
8363,62,46,25,36,4,0,0,100,-7,7,8,5,0,25,0,1,1,98,-8,2,-8,2,100
320,80,162,5,58,41,0,0,98,-8,6,6,42,5,60,0,0,0,6,90,3,10,0,64
6164,89,404,55,170,7,0,0,100,-7,7,8,8,0,38,-8,0,0,0,-8,1,-8,-8,33
7803,89,396,15,129,15,0,0,100,-7,7,8,15,0,13,-8,0,0,3,-8,2,1,0,33
2169,71,381,3,86,38,0,0,100,-7,7,8,39,3,18,0,3,2,35,53,8,3,3,65
3450,78,108,4,47,14,0,0,100,-7,7,8,14,2,36,3,1,1,47,-8,2,1,1,75
3914,77,129,15,66,19,0,0,95,48,6,6,19,0,47,14,0,0,40,29,2,2,0,80
2857,65,301,17,74,22,1,0,68,3,4,5,5,0,48,16,1,0,-8,44,0,4,-8,80
3762,79,133,2,60,38,0,0,100,-7,7,8,37,2,8,1,4,4,12,-8,3,-8,1,27
8819,58,334,4,99,34,0,0,68,13,6,6,37,2,54,2,4,4,68,32,3,4,1,58
9778,70,137,7,51,27,0,0,93,12,6,6,27,3,30,0,1,1,43,-8,6,2,3,53
8895,68,224,2,70,23,0,0,96,1,4,6,25,3,52,0,3,3,44,74,5,3,1,67
1319,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7146,59,99,1,57,8,3,0,64,11,4,5,14,4,43,0,2,2,67,87,4,3,1,88
1198,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7911,77,207,40,87,4,1,0,80,27,6,5,5,0,0,-8,0,0,31,-8,1,-8,0,50
901,81,125,29,79,10,0,0,100,-7,7,8,10,0,30,-8,0,0,25,-8,3,1,1,80
2434,69,300,5,66,31,0,0,100,-7,7,8,36,7,16,-7,1,1,44,51,9,3,2,60
6663,75,133,10,59,12,1,0,77,46,6,5,14,2,54,-7,0,0,60,15,3,3,0,86
7025,79,242,3,71,19,0,0,100,-7,7,8,19,5,11,8,0,0,20,-8,3,1,0,50
6920,64,43,1,15,10,0,0,100,-7,7,8,12,6,36,10,0,0,39,41,4,3,1,70
7202,72,187,12,62,51,1,1,96,10,1,3,53,0,25,0,1,1,32,42,5,2,1,28
3375,74,311,32,118,15,0,0,93,5,4,6,15,0,53,0,0,0,6,-8,2,1,0,50
6718,77,232,9,74,18,0,0,100,-7,7,8,18,2,28,-7,5,5,13,77,2,3,1,63
5064,67,158,12,86,11,4,2,60,40,6,3,15,0,60,0,0,0,60,61,2,4,1,86
9896,84,150,9,70,28,0,0,100,-7,7,8,28,1,18,0,3,3,0,-8,1,1,0,17
338,83,203,6,86,17,0,0,100,-7,7,8,17,2,47,0,0,0,12,70,2,3,1,63
5663,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6754,67,151,3,67,22,1,0,96,33,6,5,28,3,61,1,6,6,52,69,4,5,2,82
2867,63,66,7,22,20,0,0,100,-7,7,8,16,4,10,4,1,1,47,38,8,2,1,79
7139,77,31,31,31,1,0,0,100,-7,7,8,1,0,0,0,6,6,-8,-8,-8,-8,-8,-8
2230,70,92,11,57,16,0,0,88,16,6,6,16,1,44,0,0,0,37,61,1,3,0,67
9126,68,159,7,69,38,0,0,100,-7,7,8,40,3,30,-7,0,0,66,-8,8,1,5,91
9720,84,144,2,74,30,0,0,100,-7,6,7,34,2,50,0,2,2,4,85,2,3,0,71
6049,80,99,9,52,12,0,0,100,-7,7,8,12,2,8,1,1,1,10,-8,1,-8,0,14
10217,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2286,87,182,3,83,20,0,0,100,-7,7,8,13,4,35,-7,0,0,5,54,5,2,0,47
5046,66,255,13,54,11,1,1,100,-7,6,8,11,0,18,0,0,0,83,-8,6,1,3,78
5228,71,139,13,68,4,1,0,80,8,3,5,5,0,60,0,1,1,0,93,0,2,-8,67
10293,79,102,8,45,21,0,0,100,-7,7,8,21,1,43,0,0,0,26,-8,1,2,0,43
4146,72,406,2,88,8,0,0,89,78,6,6,9,1,11,0,0,0,40,38,6,1,2,78
8365,68,105,7,30,13,1,1,100,-7,6,8,13,3,15,0,0,0,36,-8,6,1,0,70
9724,77,300,2,109,66,2,2,97,22,6,3,77,6,31,6,0,0,29,-8,6,3,1,45
9219,72,98,16,49,11,0,0,91,16,6,6,11,0,36,4,4,4,56,79,1,1,0,67
2228,69,78,5,40,16,0,0,100,-7,7,8,16,1,25,0,2,2,69,-8,3,2,2,83
9692,60,83,9,49,31,1,1,97,16,0,6,32,1,16,0,4,4,68,40,14,2,3,76
6524,73,196,14,85,31,0,0,97,23,6,6,33,0,42,0,0,0,53,-8,4,1,1,100
4398,69,114,16,54,21,0,0,100,-7,7,8,21,0,48,0,4,4,57,80,8,3,2,92
10111,91,536,48,142,21,0,0,100,-7,7,8,21,0,19,-7,0,0,6,-8,4,-8,0,40
6870,72,171,3,68,21,0,0,96,49,6,6,24,4,33,0,4,4,36,22,4,2,1,67
5747,59,91,14,36,10,4,4,82,22,6,6,11,0,55,0,2,2,53,65,3,5,0,89
4978,65,186,3,40,15,1,1,100,-7,6,8,15,4,20,2,4,4,39,72,7,1,0,67
7214,86,261,14,97,16,0,0,100,-7,7,8,16,0,19,0,0,0,9,-8,3,-8,0,38
889,74,182,17,113,12,1,0,85,23,6,5,13,0,38,16,0,0,37,88,4,2,0,86
266,60,273,3,126,32,4,4,89,2,4,6,35,3,11,0,0,0,37,74,16,2,0,95
9075,74,197,2,81,21,1,1,96,67,6,6,24,2,46,-7,2,2,11,-8,4,3,1,80
9151,82,197,75,173,12,1,0,93,48,6,5,14,0,7,-7,1,1,1,-8,6,-8,0,67
10187,62,387,14,199,13,0,0,62,1,4,6,13,0,46,4,1,1,57,-8,6,2,2,100
3189,59,-8,3,46,27,0,0,100,-7,7,8,0,4,37,1,5,5,63,72,9,6,3,94
7630,62,102,2,69,6,1,1,75,44,6,2,8,1,50,-7,1,1,65,-8,4,-8,1,100
9103,72,226,6,127,42,0,0,95,21,6,6,43,2,40,-7,1,1,38,47,10,2,1,71
3337,75,41,41,41,1,0,0,100,-7,7,8,1,0,100,5,1,1,-8,-8,-8,1,-8,100
7114,72,165,8,59,31,0,0,90,17,6,6,31,4,39,0,0,0,16,-8,4,2,1,50
8935,69,159,12,57,18,0,0,95,32,6,6,20,0,20,0,0,0,83,-8,5,1,2,75
7683,63,128,7,56,13,2,2,71,36,6,2,15,1,29,11,0,0,0,-8,0,2,-8,33
1005,63,142,10,78,16,1,0,76,5,3,5,17,2,47,15,0,0,59,51,3,2,2,83
3763,78,188,5,106,40,0,0,100,-7,7,8,34,3,28,2,1,1,5,51,6,5,0,52
9433,60,170,3,52,3,1,1,100,-7,6,8,5,2,60,0,14,14,-8,92,1,2,-8,75
8475,68,-8,4,46,11,1,1,100,-7,6,8,12,1,25,-7,1,1,45,-8,6,1,0,88
8175,72,226,13,83,33,1,1,97,-7,6,7,37,0,47,0,3,3,1,78,3,5,1,80
9989,78,218,25,118,18,0,0,100,-7,7,8,18,0,33,0,2,2,47,58,4,2,1,60
8316,84,213,10,74,33,0,0,97,39,6,6,35,1,26,9,0,0,11,-8,4,1,0,50
8376,59,167,10,50,22,1,1,100,-7,0,8,23,3,48,0,2,2,52,-8,6,2,3,67
9553,72,190,6,76,50,0,0,98,64,6,6,54,1,61,-7,1,1,57,49,6,13,1,95
4967,67,221,9,67,29,1,1,97,53,6,2,31,2,27,9,0,0,48,32,10,2,3,81
10055,75,119,14,81,20,0,0,95,6,4,6,21,0,55,-7,0,0,27,83,2,2,1,80
1502,72,400,3,104,38,0,0,100,-7,7,8,39,5,18,0,0,0,37,3,9,2,3,63
7800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
1171,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2401,77,127,2,62,11,0,0,100,-7,7,8,10,1,25,-7,3,3,28,43,3,2,1,83
5116,84,151,2,73,35,0,0,100,-7,7,8,36,3,28,1,1,1,7,85,1,1,0,20
5134,72,271,3,58,39,1,0,98,8,4,5,43,2,40,0,6,6,12,92,4,3,0,64
3753,78,249,7,86,37,0,0,100,-7,7,8,54,5,42,2,4,4,41,84,4,6,0,79
5940,55,125,5,58,10,1,0,50,3,4,5,14,2,36,-7,1,1,56,71,4,4,2,89
2346,55,75,7,45,16,0,0,94,0,4,6,12,2,13,-7,3,3,53,-8,12,1,3,93
5444,85,216,6,66,20,0,0,100,-7,7,8,20,2,45,2,1,1,4,75,3,2,1,45
2251,64,194,8,76,24,1,1,88,9,4,2,26,2,48,-7,0,0,69,77,7,6,6,76
9811,57,45,17,33,5,0,0,80,9,4,6,5,0,0,0,4,4,83,-8,2,-8,2,50
1086,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2402,68,-8,24,124,23,0,0,100,-7,7,8,0,0,17,-7,0,0,67,-8,3,2,3,56
1591,68,39,7,24,7,0,0,100,-7,7,8,7,2,29,0,1,0,85,-8,2,1,2,75
10420,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
3638,90,69,65,189,11,0,0,100,-7,7,8,7,0,18,-8,0,0,0,-8,2,1,0,60
6120,64,128,2,55,15,0,0,75,7,4,6,16,1,31,0,0,0,53,73,2,2,1,50
6764,57,132,2,46,59,0,0,98,3,4,6,62,10,67,1,4,4,40,94,9,11,4,84
7576,73,44,5,18,20,0,0,100,-7,7,8,20,10,35,-7,0,0,23,95,5,3,0,67
1506,60,34,6,19,11,0,0,100,-7,7,8,11,2,45,0,4,2,49,95,4,2,1,75
7456,76,177,30,80,13,0,0,85,26,6,6,13,0,54,0,1,1,42,-8,2,1,0,60
7844,64,172,3,93,13,2,0,69,12,6,5,16,2,50,3,1,1,48,90,4,2,1,86
5841,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
1849,67,135,0,71,29,0,0,94,80,6,6,33,4,9,0,8,8,35,69,10,1,2,46
9436,60,49,2,25,24,0,0,100,-7,7,8,25,6,32,0,2,2,35,73,9,4,2,72
8975,79,196,5,97,28,0,0,100,-7,7,8,29,2,48,0,0,0,40,-8,4,1,1,83
15,63,184,3,77,34,0,0,97,32,6,6,36,2,36,0,11,10,71,80,10,2,3,82
7717,89,166,6,96,19,0,0,100,-7,7,8,19,1,32,9,0,0,10,66,4,2,1,75
5295,62,155,3,70,21,2,0,74,9,4,2,23,2,57,0,5,5,75,93,1,3,1,100
7798,63,135,2,78,6,4,2,54,23,6,2,13,2,31,1,2,1,31,-8,1,1,0,67
9785,68,221,7,89,19,4,0,83,53,6,5,23,1,39,0,0,0,70,100,2,2,2,40
9786,76,71,6,34,13,0,0,100,-7,7,8,15,2,40,0,1,1,27,83,2,3,0,63
